Table	Duration	Birth	Death	LastKnownVersion	BirthDate	LKVDate	YearOfBirth	YearOfLKV	DurationDays	SchemaSize@Birth	SchemaSize@LKV	SchemaSizeAvg	SchemaSizeResizeRatio	SumUpd	CountVwUpd	ATU	UpdRate	AvgUpdVolume	SurvivalClass	ActivityClass	LADClass
{install:prefix}members_auth_providers	248	18	-	265	2015-11-18 10:48:23	2019-05-01 08:25:24	2	6	1259	4	4	4.01	1	14	2	0.06	0.01	7	20	1	21
{install:prefix}menus	244	0	-	265	2013-12-17 09:42:29	2019-05-01 08:25:24	0	6	1960	6	6	6	1	0	0	0	0		20	0	20
{install:prefix}migrations	152	91	-	265	2016-12-17 08:08:57	2019-05-01 08:25:24	3	6	865	4	5	4.89	1.25	1	1	0.01	0.01	1	20	1	21
{install:prefix}modules	113	153	-	265	2017-02-10 19:34:54	2019-05-01 08:25:24	4	6	809	17	17	17	1	1	1	0.01	0.01	1	20	1	21
{install:prefix}oauth	4	55	58	58	2016-03-29 06:06:51	2016-04-27 09:00:52	3	3	29	6	6	6	1	0	0	0	0		10	0	10
{install:prefix}objects_pages	241	3	-	265	2014-10-19 09:35:32	2019-05-01 08:25:24	1	6	1654	4	4	4	1	0	0	0	0		20	0	20
{install:prefix}online	244	0	-	265	2013-12-17 09:42:29	2019-05-01 08:25:24	0	6	1960	9	9	9	1	0	0	0	0		20	0	20
{install:prefix}pages	244	0	-	265	2013-12-17 09:42:29	2019-05-01 08:25:24	0	6	1960	20	22	22.71	1.1	14	8	0.06	0.03	1.75	20	1	21
{install:prefix}payment_gateways	244	0	-	265	2013-12-17 09:42:29	2019-05-01 08:25:24	0	6	1960	4	3	3.01	0.75	4	1	0.02	0	4	20	1	21
{install:prefix}payment_gateways_ipn_log	240	4	-	265	2014-11-26 10:03:32	2019-05-01 08:25:24	1	6	1616	5	5	5	1	0	0	0	0		20	0	20
{install:prefix}payment_plans	241	3	-	265	2014-10-19 09:35:32	2019-05-01 08:25:24	1	6	1654	14	16	15.6	1.14	2	1	0.01	0	2	20	1	21
{install:prefix}payment_plans_options	193	51	-	265	2016-03-17 10:45:39	2019-05-01 08:25:24	3	6	1139	6	6	6	1	0	0	0	0		20	0	20
{install:prefix}payment_plans_options_values	193	51	-	265	2016-03-17 10:45:39	2019-05-01 08:25:24	3	6	1139	4	4	4	1	0	0	0	0		20	0	20
{install:prefix}payment_subscriptions	241	3	-	265	2014-10-19 09:35:32	2019-05-01 08:25:24	1	6	1654	5	9	8.39	1.8	6	3	0.02	0.01	2	20	1	21
{install:prefix}payment_transactions	240	4	-	265	2014-11-26 10:03:32	2019-05-01 08:25:24	1	6	1616	17	21	20.56	1.24	7	3	0.03	0.01	2.33	20	1	21
{install:prefix}plans	3	0	2	2	2013-12-17 09:42:29	2014-04-18 04:18:05	0	1	121	13	13	13	1	0	0	0	0		10	0	10
{install:prefix}positions	241	3	-	265	2014-10-19 09:35:32	2019-05-01 08:25:24	1	6	1654	3	3	3	1	0	0	0	0		20	0	20
{install:prefix}search	224	0	-	265	2013-12-17 09:42:29	2019-05-01 08:25:24	0	6	1960	6	6	6	1	0	0	0	0		20	0	20
{install:prefix}transactions	4	0	3	3	2013-12-17 09:42:29	2014-10-19 09:35:32	0	1	305	19	15	18	0.79	15	1	3.75	0.25	15	10	2	12
{install:prefix}usergroups	244	0	-	265	2013-12-17 09:42:29	2019-05-01 08:25:24	0	6	1960	3	7	5.98	2.33	8	4	0.03	0.02	2	20	1	21
{install:prefix}views_log	244	0	-	265	2013-12-17 09:42:29	2019-05-01 08:25:24	0	6	1960	5	5	5	1	0	0	0	0		20	0	20
