Table	Duration	Birth	Death	LastKnownVersion	BirthDate	LKVDate	YearOfBirth	YearOfLKV	DurationDays	SchemaSize@Birth	SchemaSize@LKV	SchemaSizeAvg	SchemaSizeResizeRatio	SumUpd	CountVwUpd	ATU	UpdRate	AvgUpdVolume	SurvivalClass	ActivityClass	LADClass
tp_chargers	24	166	-	189	2018-07-11 13:02:21	2019-04-10 17:23:00	6	6	273	9	10	9.79	1.11	1	1	0.04	0.04	1	20	1	21
tp_derived_chargers	135	44	178	178	2014-04-18 12:39:59	2019-02-15 15:57:21	1	6	1764	19	27	24.56	1.42	50	16	0.37	0.12	3.12	10	2	12
tp_destinatins	5	0	4	4	2013-05-29 13:05:28	2013-07-03 21:01:37	0	1	35	4	4	4	1	0	0	0	0		10	0	10
tp_destination_rate_timings	5	7	11	11	2013-07-09 13:48:49	2013-07-10 15:31:44	1	1	1	6	6	6	1	0	0	0	0		10	0	10
tp_destination_rates	183	7	-	189	2013-07-09 13:48:49	2019-04-10 17:23:00	1	6	2101	5	10	8.47	2	23	7	0.13	0.04	3.29	20	2	22
tp_destinations	185	5	-	189	2013-07-04 17:20:55	2019-04-10 17:23:00	1	6	2106	4	5	4.69	1.25	9	4	0.05	0.02	2.25	20	1	21
tp_destrate_timings	22	12	33	33	2013-07-11 12:44:54	2013-10-09 09:42:33	1	1	89	6	6	6	1	4	1	0.18	0.05	4	10	1	11
tp_dispatcher_hosts	5	185	-	189	2019-03-26 16:41:52	2019-04-10 17:23:00	6	6	15	7	7	7	1	0	0	0	0		20	0	20
tp_dispatcher_profiles	4	186	-	189	2019-03-27 11:42:45	2019-04-10 17:23:00	6	6	14	16	16	16	1	0	0	0	0		20	0	20
tp_dispatchers	14	172	185	185	2019-01-10 14:09:10	2019-03-26 16:41:52	6	6	75	10	16	13.86	1.6	10	2	0.71	0.14	5	10	2	12
tp_filters	53	137	-	189	2017-10-02 13:12:12	2019-04-10 17:23:00	5	6	555	8	9	8.96	1.12	1	1	0.02	0.02	1	20	1	21
tp_lcr	5	47	148	148	2014-05-05 18:14:40	2017-11-24 11:41:46	1	5	1298	11	14	13	1.27	3	1	0.6	0.2	3	10	1	11
tp_lcr_rules	121	48	168	168	2014-05-06 18:26:33	2018-11-08 15:40:34	1	6	1646	11	14	13.38	1.27	15	8	0.12	0.07	1.88	10	2	12
tp_lcrs	2	46	144	144	2014-04-25 22:33:48	2017-11-20 15:20:08	1	5	1304	11	13	12	1.18	0	0	0	0		10	0	10
tp_rate_profiles	20	0	22	22	2013-05-29 13:05:28	2013-07-30 18:47:17	0	1	62	9	10	9.35	1.11	5	2	0.25	0.1	2.5	10	1	11
tp_rate_timings	7	0	6	6	2013-05-29 13:05:28	2013-07-09 11:15:02	0	1	40	6	6	6	1	1	1	0.14	0.14	1	10	1	11
tp_rates	190	0	-	189	2013-05-29 13:05:28	2019-04-10 17:23:00	0	6	2142	7	9	9.08	1.29	46	23	0.24	0.12	2	20	2	22
tp_rating_plans	156	34	-	189	2013-10-31 12:42:52	2019-04-10 17:23:00	1	6	1987	6	7	6.81	1.17	16	5	0.1	0.03	3.2	20	2	22
tp_rating_profiles	170	19	-	189	2013-07-29 16:21:13	2019-04-10 17:23:00	1	6	2081	10	10	11.21	1	28	15	0.16	0.09	1.87	20	2	22
tp_resource_limits	14	115	128	128	2016-07-16 13:27:24	2017-08-03 15:19:21	4	5	383	11	15	12.5	1.36	10	5	0.71	0.36	2	10	2	12
tp_resources	61	129	-	189	2017-08-15 16:48:38	2019-04-10 17:23:00	5	6	603	15	14	14.43	0.93	10	4	0.16	0.07	2.5	20	2	22
tp_shared_groups	149	41	-	189	2014-02-12 14:23:03	2019-04-10 17:23:00	1	6	1883	6	7	6.85	1.17	10	4	0.07	0.03	2.5	20	1	21
tp_stats	66	124	-	189	2017-07-29 08:19:29	2019-04-10 17:23:00	5	6	620	14	16	15.76	1.14	20	11	0.3	0.17	1.82	20	2	22
tp_suppliers	41	149	-	189	2017-11-27 14:29:11	2019-04-10 17:23:00	5	6	499	17	19	18.71	1.12	6	4	0.15	0.1	1.5	20	2	22
tp_threshold_cfgs	1	127	127	127	2017-08-02 22:45:48	2017-08-02 22:45:48	5	5	0	17	17	17	1	0	0	0	0		10	0	10
tp_thresholds	62	128	-	189	2017-08-03 15:19:21	2019-04-10 17:23:00	5	6	615	17	14	14.35	0.82	16	6	0.26	0.1	2.67	20	2	22
tp_timings	190	0	-	189	2013-05-29 13:05:28	2019-04-10 17:23:00	0	6	2142	8	9	8.67	1.12	10	5	0.05	0.03	2	20	1	21
tp_users	86	93	178	178	2015-07-10 16:01:08	2019-02-15 15:57:21	3	6	1315	7	9	8.74	1.29	2	2	0.02	0.02	1	10	1	11
versions	72	118	-	189	2016-12-06 18:02:28	2019-04-10 17:23:00	4	6	854	3	3	3	1	0	0	0	0		20	0	20
