Table	Duration	Birth	Death	LastKnownVersion	BirthDate	LKVDate	YearOfBirth	YearOfLKV	DurationDays	SchemaSize@Birth	SchemaSize@LKV	SchemaSizeAvg	SchemaSizeResizeRatio	SumUpd	CountVwUpd	ATU	UpdRate	AvgUpdVolume	SurvivalClass	ActivityClass	LADClass
ZEUROSTD	2	0	1	1	2017-11-07 08:24:32	2017-11-07 10:09:03	0	1	0	4	4	4	1	0	0	0	0		10	0	10
ZFUEL	2	0	1	1	2017-11-07 08:24:32	2017-11-07 10:09:03	0	1	0	4	4	4	1	0	0	0	0		10	0	10
ZLOAD	2	0	1	1	2017-11-07 08:24:32	2017-11-07 10:09:03	0	1	0	4	4	4	1	0	0	0	0		10	0	10
ZMODE	2	0	1	1	2017-11-07 08:24:32	2017-11-07 10:09:03	0	1	0	4	4	4	1	0	0	0	0		10	0	10
ZPARAMETERS	2	0	1	1	2017-11-07 08:24:32	2017-11-07 10:09:03	0	1	0	15	15	15	1	0	0	0	0		10	0	10
ZPOLLUTANT	2	0	1	1	2017-11-07 08:24:32	2017-11-07 10:09:03	0	1	0	4	4	4	1	0	0	0	0		10	0	10
ZROADSLOPE	2	0	1	1	2017-11-07 08:24:32	2017-11-07 10:09:03	0	1	0	4	4	4	1	0	0	0	0		10	0	10
ZSEGMENT	2	0	1	1	2017-11-07 08:24:32	2017-11-07 10:09:03	0	1	0	4	4	4	1	0	0	0	0		10	0	10
Z_1TYPEFUEL	2	0	1	1	2017-11-07 08:24:32	2017-11-07 10:09:03	0	1	0	2	2	2	1	0	0	0	0		10	0	10
Z_2EUROSTDSEGMENT	2	0	1	1	2017-11-07 08:24:32	2017-11-07 10:09:03	0	1	0	2	2	2	1	0	0	0	0		10	0	10
Z_2TYPEPOLLUTANT	2	0	1	1	2017-11-07 08:24:32	2017-11-07 10:09:03	0	1	0	2	2	2	1	0	0	0	0		10	0	10
Z_3TYPESEGMENT	2	0	1	1	2017-11-07 08:24:32	2017-11-07 10:09:03	0	1	0	2	2	2	1	0	0	0	0		10	0	10
Z_4LOADSLOPE	2	0	1	1	2017-11-07 08:24:32	2017-11-07 10:09:03	0	1	0	2	2	2	1	0	0	0	0		10	0	10
Z_4PARAMETERS	2	0	1	1	2017-11-07 08:24:32	2017-11-07 10:09:03	0	1	0	2	2	2	1	0	0	0	0		10	0	10
Z_5MODEPOLLUTANT	2	0	1	1	2017-11-07 08:24:32	2017-11-07 10:09:03	0	1	0	2	2	2	1	0	0	0	0		10	0	10
Z_5TYPESLOPE	1	0	0	0	2017-11-07 08:24:32	2017-11-07 08:24:32	0	0	0	2	2	2	1	0	0	0	0		10	0	10
Z_METADATA	1	0	0	0	2017-11-07 08:24:32	2017-11-07 08:24:32	0	0	0	3	3	3	1	0	0	0	0		10	0	10
Z_MODELCACHE	2	0	1	1	2017-11-07 08:24:32	2017-11-07 10:09:03	0	1	0	1	4	2.5	4	5	1	2.5	0.5	5	10	1	11
Z_PRIMARYKEY	2	0	1	1	2017-11-07 08:24:32	2017-11-07 10:09:03	0	1	0	4	4	4	1	0	0	0	0		10	0	10
